"","Power","Achievement","Hedonism","Stimulation","Self direction","Universalism","Benevolence","Tradition","Conformity","Security"
"1",0.534944494291688,0.367716066876132,0.385049622216998,0.273501845452502,0.410388892178657,0.351423430322655,0.305848587811236,0.480008764648087,0.366185187705842,0.455392625250965
"2",0.466499000762738,0.384269938760335,0.397446632713471,0.305903007316692,0.340545567109464,0.306796544331772,0.250396009994012,0.430405530219498,0.307969085811464,0.391223851799027
"3",0.440896716204477,0.377279623614755,0.334547663878705,0.2660060723873,0.372861272346176,0.333648135456929,0.271059230345023,0.404904449294425,0.317718858115197,0.361551763547847
"4",0.486433122675158,0.363316737963071,0.34003164074263,0.225045455067768,0.339281327041624,0.306813005118289,0.239390586829397,0.456419755143164,0.286064585216047,0.428640875765715
"5",0.570463201438819,0.437754086348328,0.365580988453838,0.240707201247913,0.427167152937519,0.391589025558984,0.274536314395915,0.48539659010515,0.419929704574216,0.509514334533273
"6",0.557620646473774,0.414919711299227,0.343576281358894,0.235743019330805,0.409339490811588,0.379846865451222,0.295273241149246,0.476517583101582,0.403858402196726,0.478786628683495
"7",0.541812732382837,0.442564270235578,0.314801187889133,0.266827699142621,0.398805362428719,0.369386481278701,0.250226043682002,0.463020775621811,0.385241227343166,0.46514224976267
"8",0.440462410209591,0.293999145978545,0.260035992381636,0.146624571247309,0.309392445783008,0.263970466812911,0.178345247986996,0.389714320624565,0.243642014398726,0.4462754430577
"9",0.504937600964804,0.331641659566909,0.266268747141353,0.183566817194243,0.365140829292798,0.285442152236555,0.17769585362587,0.358810648864628,0.293320612980487,0.491929510684072
"10",0.50112148549279,0.322197805313264,0.28122786088931,0.179748712540758,0.332330275456202,0.27116895367897,0.164537526492559,0.379724124327366,0.307628914968995,0.499190140870767
"11",0.484943064383545,0.278124640316582,0.371556131102498,0.170960038540198,0.302119158760744,0.261783376101134,0.190003228621932,0.386013453991822,0.31167146618538,0.432258096894878
"12",0.580230826124451,0.341610805003826,0.287296627693606,0.190590776229044,0.351321086536506,0.304822487630187,0.191711744813644,0.422874783789247,0.327258823709726,0.476322665658246
"13",0.450802377002515,0.27512498713081,0.34495749011731,0.164000806264667,0.311558543317907,0.253536740910778,0.187654695969151,0.316432706806823,0.288885024231354,0.379306414498316
"14",0.571586793238684,0.366172212966041,0.258721470634184,0.166965466682526,0.382472257387056,0.352727227015947,0.181937290301165,0.384352321387848,0.376272828798605,0.522761458654326
"15",0.560243998478651,0.379040627098422,0.262484235780006,0.16302877244054,0.36011793893472,0.314032155217981,0.206098731711944,0.392229128971254,0.313881811657341,0.518536440753955
"16",0.543097881672072,0.375860233175081,0.321475111841067,0.202058856729099,0.381354065922944,0.3482533741862,0.265274020850555,0.387751479325353,0.354558192513833,0.480011252507616
"17",0.549577427412828,0.329417795557857,0.305098837156903,0.164370542084196,0.391019906124091,0.346482574706121,0.234527095748105,0.416258483224955,0.353628668171517,0.504965069415471
"18",0.51678905534361,0.374136986070317,0.300517124156587,0.22094983040728,0.396026283308416,0.365191622413682,0.241883007024498,0.441684347303246,0.356156821435266,0.483842712490488
"19",0.517823806597837,0.409616049062613,0.300516066507027,0.20246125990593,0.390896269405449,0.358786078336706,0.211036754454337,0.402452553343956,0.327239841421633,0.457532763427668
"20",0.502048241212531,0.30290393965257,0.285989975430714,0.171171746480386,0.294185360635961,0.257098232695813,0.206189058441697,0.376408243336074,0.26443395873489,0.452396212053081
"21",0.530054068697186,0.372430360184048,0.317849249205326,0.222584656791886,0.3215391800802,0.261907509382797,0.221731834149239,0.378242127174072,0.296359179613189,0.407688701855359
"22",0.566092933482555,0.364589753274008,0.278439669461551,0.21552061059807,0.277649381528764,0.270628934172601,0.199676657866628,0.368673588483826,0.338072098791326,0.426463678790471
"23",0.571398196198757,0.359911899530474,0.284486049886253,0.182528320123188,0.360979717959425,0.328443491583509,0.255596388361458,0.41075970495744,0.357176157508364,0.435856718124687
"24",0.577345135563984,0.390427452592395,0.338155762877204,0.196840511408435,0.363543715176929,0.322543056344932,0.229985081678738,0.437121795066104,0.366750809238728,0.483779253085486
"25",0.54548327660763,0.386673526957998,0.326640023577909,0.18669503858104,0.357936607009824,0.312440681104156,0.212639445481163,0.375448297677127,0.321751663934838,0.45822676728969
"26",0.541612572686063,0.399791825504215,0.348581727052211,0.165350557566422,0.349456414675068,0.32665519495848,0.211096382382326,0.436875508849292,0.343913972283354,0.455658396342166
"27",0.575050423123439,0.396512394814708,0.341870917603818,0.238650638337457,0.401609533823847,0.353554197794102,0.228378352057402,0.40992586311282,0.372442821906063,0.472594050165531
"28",0.533071239076603,0.385640953522394,0.325699099661486,0.169511527968677,0.340526059064586,0.320968181244953,0.244952058374723,0.429119265677252,0.319594623223414,0.428078720174383
"29",0.519063862092657,0.381539232569197,0.304572562191843,0.177711712637992,0.337289177979652,0.291337423158406,0.185667135372194,0.429049706878303,0.316777871803261,0.469663942041983
"30",0.514193610772967,0.366646280673273,0.290514148340823,0.167790888414709,0.357424525129086,0.312672111104893,0.171845311956654,0.398427032290096,0.3167533557109,0.493087592472937
"31",0.561489410062481,0.343605860169762,0.274210216382587,0.151296137261661,0.335739564253528,0.323290796286287,0.200829717822781,0.393271658954767,0.298874181296473,0.47372515974271
"32",0.556858353447622,0.384783666856001,0.289435787379449,0.18635373745483,0.352402249118425,0.345330037658301,0.218312600893538,0.410387830906473,0.335973831237105,0.472387342240479
"33",0.550539699629468,0.359510795009012,0.299765854160248,0.203513619513111,0.310986305101707,0.294374259579926,0.151797644577463,0.406499571957808,0.317526214103299,0.490418421057379
"34",0.489351448587298,0.337067561064451,0.252861773756587,0.162468458808037,0.289887682881828,0.253448077163895,0.179195523684533,0.331451351178778,0.229234525760746,0.441639570089315
"35",0.524559475965528,0.358763271821845,0.31418235901592,0.215075296931403,0.315046207580231,0.287904051298065,0.236144172002213,0.375864058816244,0.319648311474202,0.439454517331493
"36",0.514576269199274,0.436119622951207,0.310303081407841,0.217162988825801,0.387427426770432,0.382485150012691,0.275560215917991,0.439811738394654,0.361650336585231,0.461039930658694
"37",0.472021021204009,0.393250084104497,0.341584366514838,0.251289926512591,0.329470182016276,0.328530915316451,0.271039540978759,0.46206440831964,0.397695666001505,0.405100541441251
"38",0.511246466354775,0.375247008707183,0.336729863232668,0.21591876514282,0.361260935820294,0.340124444417879,0.247467918292803,0.47573062910961,0.375288757945464,0.45849210344617
"39",0.537422636236564,0.421287513041241,0.266009616531374,0.14715942182088,0.398879331520558,0.399720306377531,0.256600475121694,0.414066245485214,0.367165164116946,0.490095970455003
"40",0.504768961760973,0.411875891856504,0.326000045054388,0.235515681578017,0.369800304602511,0.327096963212372,0.248155936330387,0.426516318985508,0.370191065477039,0.413371531092567
"41",0.446365629144313,0.339520921486618,0.256507259756436,0.19132375226614,0.351502596839351,0.350660887216697,0.265616245102245,0.39916588513997,0.408610594443669,0.427701373304652
"42",0.461745654393818,0.371794395682924,0.280471671073854,0.198724209071049,0.359830399312712,0.358857344623959,0.266872342252045,0.420346161551683,0.356392685044643,0.437761641095042
"43",0.56780266033124,0.426422724153061,0.343194730186812,0.236284780823769,0.388522753080732,0.368844091917949,0.281322403778568,0.458064741466207,0.400125321832014,0.484748923763392
"44",0.474861758424701,0.410217917103629,0.287004955126551,0.227143503847725,0.350946715092612,0.365621152583988,0.281884716942182,0.420792289744429,0.383222978668751,0.428248887616718
"45",0.504155616830329,0.311565215216961,0.300552578309649,0.161423031045923,0.321454517129331,0.25234550429285,0.186633490778916,0.329007889002968,0.282807100356235,0.477549117384246
"46",0.50043749619484,0.423565924440228,0.29061178329088,0.200333738078159,0.347372660842664,0.300434084775227,0.23231549516301,0.36874953889696,0.330983478038312,0.39744515344314
"47",0.534516795166114,0.373805336360702,0.338741617555,0.175710369779814,0.433250951206779,0.356190770513832,0.231911771434695,0.398683575144222,0.36306904640549,0.480156930789469
"48",0.536158576854957,0.358706487789422,0.308051324037405,0.206792750325045,0.340721507670516,0.310316877384411,0.216698459731558,0.439937732842117,0.329559760914791,0.491559591463008
"49",0.536789043280098,0.370976124242028,0.311906369094759,0.17118236677765,0.381647722683331,0.335350497751623,0.228719216801217,0.414145154429934,0.341858737567187,0.489700585896753
"50",0.503270949238738,0.380349782647841,0.324022311433076,0.208167965575289,0.368976758692284,0.35492034755515,0.204494508636976,0.450222158326035,0.321736988850702,0.44352177958783
"51",0.587561845618428,0.3642230849556,0.311668880395102,0.192770507881324,0.343393779808868,0.320019295221892,0.232456149983124,0.402934287165261,0.354639254860991,0.489828908528262
"52",0.49664626247518,0.362157575686448,0.314895677415074,0.247290978173445,0.308986931190567,0.270985497872813,0.219365257691193,0.405166580177132,0.317466216456616,0.408638661694684
"53",0.570878960510058,0.338857090605334,0.263579353248653,0.184705409688357,0.313405696278769,0.294350049717542,0.175258697128285,0.33812460279487,0.323065527044192,0.445906899268219
"54",0.540283234419285,0.287052156427984,0.275485544947897,0.186980970358276,0.285046946825758,0.238509188506362,0.196759946201235,0.333784240297563,0.294517343745907,0.401940595545853
"55",0.55246147399337,0.335022377576743,0.258537068033988,0.19556525370287,0.321476346216636,0.274842708371901,0.212956759197154,0.407389057600339,0.309285599164699,0.431873285136524
"56",0.541749258285063,0.392794090565805,0.279451798022214,0.106852261773449,0.400038803501512,0.347630421328825,0.173460432013097,0.386241662573937,0.328344190068278,0.489373659030127
"57",0.526381489865799,0.410435292909865,0.306795736448142,0.180481830802256,0.379429236945881,0.369015842900627,0.234867527133493,0.41819310429418,0.345796618219612,0.478993209742735
"58",0.536300518062297,0.388708158294818,0.317810043679437,0.168060893629124,0.372791120062028,0.339756151630212,0.226840277502503,0.408709977926116,0.330976554570099,0.489581878467276
"59",0.424535148605732,0.368430429868025,0.322249734076118,0.20567064549456,0.305749905697727,0.306234734468462,0.242624681735959,0.384784054614608,0.349113017890889,0.3865120543547
"60",0.534202268331761,0.409366114901874,0.352775451589654,0.257559523289602,0.385853546948622,0.367400204385611,0.271650129423528,0.459807825855756,0.398477211382887,0.461995252023557
"61",0.348939264967588,0.339262525412069,0.248406719964955,0.130285191706557,0.287696290143446,0.32992241591004,0.253454536828515,0.333096987515038,0.316981326895169,0.357643474345375
"62",0.423050740051341,0.337131819341742,0.332060686919002,0.259703585067491,0.31920256704011,0.324406663979308,0.271732511280159,0.367988727329054,0.307122339582072,0.38269144286523
"63",0.516624136084976,0.328524726482785,0.315183107275657,0.223280406081626,0.310526731232724,0.276467081145656,0.233572806141442,0.390601561459698,0.296841059513513,0.471747467022296
"64",0.519335649734501,0.317080667862979,0.299224136796617,0.199177633095346,0.301533697544109,0.262461507857336,0.180379869431508,0.382788544738739,0.27274005018358,0.443381182938423
"65",0.595224713804552,0.411581416681184,0.335810292403568,0.20903358643337,0.367510352071349,0.335238751100725,0.22156911359802,0.438484702440449,0.370535076478839,0.494635498002018
"66",0.437631699716335,0.416002675076101,0.295022759727859,0.186480198768611,0.273753838875892,0.267994513121521,0.213806782926463,0.333899137650814,0.347577307382478,0.391614038901872
"67",0.497742766951088,0.366892298240243,0.291901305166198,0.165416089462082,0.279653766382685,0.266619651128752,0.207680929585465,0.341398545491857,0.304601569259114,0.402771493970356
"68",0.537758430494449,0.403611341643555,0.305800297015647,0.160434908669363,0.373781912283682,0.344932596920841,0.25400061297474,0.405805236914408,0.350505078921653,0.488128019681157
"69",0.570458774558989,0.430984289138705,0.323468312194354,0.200428126878758,0.420062508118667,0.392692969703868,0.241345292173263,0.451595993517474,0.381456436675911,0.50754984245003
"70",0.556065498342783,0.433099916893062,0.318751976187661,0.167182123624738,0.403325093044789,0.385557474789079,0.265418334508212,0.457827750889179,0.378912024037375,0.504829133803767
"71",0.601188327784749,0.402135963794165,0.329171387488602,0.212621099004534,0.409830538358343,0.377009543269479,0.270430741790804,0.459616963846704,0.398275265110987,0.501155050215503
"72",0.436111946141186,0.361710570426346,0.298599424468023,0.210006846519447,0.301516922311409,0.234161604402197,0.313843860416368,0.314125307201768,0.215353536358212,0.333307500495829
"73",0.549309024635181,0.387048240039578,0.308647230295882,0.1926271728329,0.386512021392222,0.349870680944542,0.252139228206144,0.430068611158502,0.333039404927807,0.489407620706502
"74",0.543349839720637,0.37873382495326,0.318943206107267,0.218996835711498,0.369304479417519,0.331776840857437,0.252586466768028,0.433142305725837,0.362937454605207,0.473159425411562
"75",0.363051266713367,0.343643086188864,0.243321261083181,0.169677088701746,0.307442291833493,0.321243851312292,0.264321194858689,0.348043717238744,0.32314687447287,0.373246081897054
"76",0.519308074338362,0.399443441732637,0.329991724562204,0.223311066648905,0.359421235768351,0.319739386635171,0.272659219536952,0.408964599080882,0.31728909213939,0.438389105740981
"77",0.45449827953923,0.374688181636326,0.284125723529969,0.207955621527897,0.362013177661211,0.313469505724303,0.23624000921863,0.3739724710288,0.324105364798771,0.405178533310926
"78",0.501936429638204,0.350249773240491,0.287528000363917,0.200142831882733,0.355486967982884,0.326668739732772,0.251602214827813,0.376579853388643,0.319035016819455,0.426857917602123
"79",0.478025835790498,0.311841739253496,0.276653815838809,0.228518546410004,0.296576911875228,0.23063695849848,0.233573332474993,0.330789215816211,0.221523527611896,0.415693639494867
"80",0.52906346064754,0.388183378790211,0.31659757180022,0.20088216936698,0.35903378271366,0.319710383159826,0.236415941942591,0.415421927624946,0.329799252155749,0.486180719250298
"81",0.564886325446411,0.410381345271105,0.314427928873622,0.225939109925692,0.362917835351103,0.303690017450491,0.234886787182469,0.393309365467456,0.357987370573675,0.48284576428184
"82",0.481198216094074,0.28301311050602,0.287699071010052,0.141737818838089,0.288714526357642,0.22824783509131,0.187955468451445,0.376239068907637,0.232646446015779,0.410797789405056
"83",0.315987062138792,0.231384866327325,0.227722195988573,0.182250004413754,0.1909769545169,0.193468780773523,0.258071384757194,0.280355485736808,0.186885710753064,0.277942707435867
"84",0.554598850325508,0.332550131887972,0.25446493361413,0.169443899999163,0.330029358585527,0.267846180593994,0.21824435557364,0.388250289854178,0.308970475080819,0.448775501286914
"85",0.559966028035341,0.357409759041054,0.350128927891531,0.190325314453171,0.358910244509012,0.314110089561744,0.224399204191479,0.417432919723006,0.32825800187383,0.481323411232238
"86",0.560551169053044,0.406024880378482,0.326463333691908,0.18319111736698,0.432750797473599,0.390729263676199,0.245423420748965,0.435918581071157,0.377764252144618,0.491333904896016
"87",0.546199689456428,0.405509306489994,0.310648439932906,0.179151159067466,0.396094482758219,0.383478635520522,0.239176365354096,0.427518793318463,0.35426831648619,0.505027894153999
"88",0.530058837354286,0.400630423932945,0.340888138513814,0.236964462450994,0.355735978478837,0.335478875186394,0.278598876528995,0.39114174874246,0.340620693873381,0.470580490229424
"89",0.530211659379241,0.445108796144944,0.34226382233532,0.224258017315293,0.41474993117991,0.384975257461582,0.282750022732804,0.462693203559505,0.361994547818772,0.462565536497881
"90",0.497360728759801,0.385396307153346,0.305919338866871,0.230653246555287,0.362929274190757,0.356327098674127,0.27562498740574,0.422465741181806,0.40658860934041,0.430528656724293
"91",0.516199437145001,0.382109266272675,0.333477497933369,0.221060684728899,0.364851792068839,0.337133024910857,0.282392617453801,0.397295696129354,0.350494005950406,0.470851412728868
